CarParkID,Development,LotType,Agency,id,lat,lng
CLM,BLK 129A CLARENCE LANE,H,HDB,CLM_H,1.292483012,103.8144006
CLM,BLK 129A CLARENCE LANE,Y,HDB,CLM_Y,1.292483012,103.8144006
CM1,BLK 10 CANTONMENT CLOSE,H,HDB,CM1_H,1.274458074,103.8392166
CM1,BLK 10 CANTONMENT CLOSE,Y,HDB,CM1_Y,1.274458074,103.8392166
CM1,BLK 10 CANTONMENT CLOSE,C,HDB,CM1_C,1.274458074,103.8392166
CR1,BLK 1/3/15/17 BEACH ROAD,C,HDB,CR1_C,1.303270836,103.8633077
CR2,BLK 3/4 BEACH ROAD,C,HDB,CR2_C,1.30468354,103.8656582
CR3,BLK 9 NORTH BRIDGE ROAD,C,HDB,CR3_C,1.305068654,103.8643248
CR6,BLK 10 NORTH BRIDGE ROAD,C,HDB,CR6_C,1.305524328,103.8633527
CR7,BLK 464/463 CRAWFORD LANE,C,HDB,CR7_C,1.305505881,103.8623393
CSM,BLK 54 CHIN SWEE ROAD MSCP,C,HDB,CSM_C,1.287438074,103.8411652
CV1,BLK 1/1A TELOK PAKU ROAD,C,HDB,CV1_C,1.388329163,103.988178
CV2,BLK 3 CHANGI VILLAGE ROAD,C,HDB,CV2_C,1.389902483,103.9879889
CV3,BLK 5 CHANGI VILLAGE ROAD,C,HDB,CV3_C,1.389983118,103.9864869
DRS,BLK 102A/102B DEPOT ROAD,C,HDB,DRS_C,1.280469756,103.8129928
EC2,BLK 12-25 EUNOS CRESCENT,C,HDB,EC2_C,1.322615728,103.9044421
EC3,BLK 5-8/11/4A EUNOS CRESCENT,C,HDB,EC3_C,1.321156734,103.9044758
EC4,BLK 1-3/1A EUNOS CRESCENT,C,HDB,EC4_C,1.320516456,103.9026924
EC7,BLK 842-848 SIMS AVENUE,C,HDB,EC7_C,1.317783703,103.9016257
EC8,BLK 2A EUNOS MRT SIMS AVENUE,C,HDB,EC8_C,1.319226865,103.9032081
ECM,BLK 31A EUNOS CRESCENT,C,HDB,ECM_C,1.320029988,103.9016271
EI3,BLK 410/411/414-417 EUNOS ROAD 5,C,HDB,EI3_C,1.318846467,103.8983797
EPL,BLK 1/7 EVERTON PARK,C,HDB,EPL_C,1.277163553,103.8399127
EPM,BLK 6A EVERTON ROAD,C,HDB,EPM_C,1.276184436,103.8389082
FRM,BLK 808 FRENCH ROAD MSCP,C,HDB,FRM_C,1.308758633,103.8613647
GBM,BLK 60A GEYLANG BAHRU,C,HDB,GBM_C,1.322772391,103.8686337
GE2,BLK 120 TO 123 GEYLANG EAST CENTRAL,C,HDB,GE2_C,1.317945422,103.8848394
GE2,BLK 120 TO 123 GEYLANG EAST CENTRAL,H,HDB,GE2_H,1.317945422,103.8848394
GE2,BLK 120 TO 123 GEYLANG EAST CENTRAL,Y,HDB,GE2_Y,1.317945422,103.8848394
GE3,BLK 124 TO 128 GEYLANG EAST AVE 1,C,HDB,GE3_C,1.317500992,103.8873633
GE3,BLK 124 TO 128 GEYLANG EAST AVE 1,H,HDB,GE3_H,1.317500992,103.8873633
GE3,BLK 124 TO 128 GEYLANG EAST AVE 1,Y,HDB,GE3_Y,1.317500992,103.8873633
GE5,BLK 129-134 GEYLANG EAST AVE 1/2,Y,HDB,GE5_Y,1.31654978,103.8875653
GE5,BLK 129-134 GEYLANG EAST AVE 1/2,C,HDB,GE5_C,1.31654978,103.8875653
GE5,BLK 129-134 GEYLANG EAST AVE 1/2,H,HDB,GE5_H,1.31654978,103.8875653
GEM,BLK 118 ALJUNIED AVE 2,C,HDB,GEM_C,1.320036814,103.8876027
GM2,BLK 7/8/9 GHIM MOH ROAD,C,HDB,GM2_C,1.311601403,103.7881601
GM3,BLK 19/20 GHIM MOH ROAD,C,HDB,GM3_C,1.311155905,103.7888531
GM5,BLK 21 GHIM MOH ROAD,C,HDB,GM5_C,1.310381853,103.7885108
GSM,BLK 2 GEYLANG SERAI,C,HDB,GSM_C,1.317206714,103.8983401
H12,BLK 1/5 DELTA AVE,H,HDB,H12_H,1.291993773,103.827409
H12,BLK 1/5 DELTA AVE,Y,HDB,H12_Y,1.291993773,103.827409
H12,BLK 1/5 DELTA AVE,C,HDB,H12_C,1.291993773,103.827409
H14,BLK 96 HAVELOCK ROAD MSCP,C,HDB,H14_C,1.288421209,103.8324438
H14,BLK 96 HAVELOCK ROAD MSCP,H,HDB,H14_H,1.288421209,103.8324438
H14,BLK 96 HAVELOCK ROAD MSCP,Y,HDB,H14_Y,1.288421209,103.8324438
H17,BLK 28A BEO CRESCENT,C,HDB,H17_C,1.288167858,103.8278571
H18,BLK 44A HAVELOCK ROAD,C,HDB,H18_C,1.288989741,103.8269788
HCM,BLK 104A HENDERSON CRESCENT,Y,HDB,HCM_Y,1.289046048,103.8215599
HCM,BLK 104A HENDERSON CRESCENT,C,HDB,HCM_C,1.289046048,103.8215599
HCM,BLK 104A HENDERSON CRESCENT,H,HDB,HCM_H,1.289046048,103.8215599
HE1,BLK 102/103/104 HENDERSON CRESCENT,Y,HDB,HE1_Y,1.289222143,103.8223554
HE1,BLK 102/103/104 HENDERSON CRESCENT,C,HDB,HE1_C,1.289222143,103.8223554
HE1,BLK 102/103/104 HENDERSON CRESCENT,H,HDB,HE1_H,1.289222143,103.8223554
HE3,BLK 116/117 BUKIT MERAH VIEW,Y,HDB,HE3_Y,1.284719003,103.8217117
HE3,BLK 116/117 BUKIT MERAH VIEW,H,HDB,HE3_H,1.284719003,103.8217117
HE3,BLK 116/117 BUKIT MERAH VIEW,C,HDB,HE3_C,1.284719003,103.8217117
HE4,BLK 121/122 & 127 BUKIT MERAH VIEW,Y,HDB,HE4_Y,1.283470913,103.8227829
HE4,BLK 121/122 & 127 BUKIT MERAH VIEW,H,HDB,HE4_H,1.283470913,103.8227829
HE4,BLK 121/122 & 127 BUKIT MERAH VIEW,C,HDB,HE4_C,1.283470913,103.8227829
HE9,BLK 118/119 BUKIT MERAH VIEW,C,HDB,HE9_C,1.283707366,103.8211938
HG1,"BLK 1,2,6,7 HOUGANG AVE 3",C,HDB,HG1_C,1.362153542,103.8941874
HG2,BLK 15-18 HOUGANG AVE 3,C,HDB,HG2_C,1.362916282,103.8920255
HG4,BLK 19-23 HOUGANG AVE 3,C,HDB,HG4_C,1.364230425,103.8909834
HG5,BLK 24/25 HOUGANG AVE 3,C,HDB,HG5_C,1.365355318,103.8923108
HG7,BLK 109-127 HOUGANG AVENUE 1,C,HDB,HG7_C,1.353652999,103.887803
HG9,BLK 201-204 HOUGANG STREET 21,C,HDB,HG9_C,1.358910533,103.8845199
HLM,BLK 531A HONG LIM MSCP,C,HDB,HLM_C,1.284852235,103.8455194
HR1,BLK 1-3 HAIG RD,C,HDB,HR1_C,1.311462635,103.8975454
HR2,BLK 4-6 HAIG RD,C,HDB,HR2_C,1.312632457,103.8970287
HR3,BLK 7 TO 9 HAIG RD,C,HDB,HR3_C,1.313980131,103.8963877
HR4,BLK 10 TO 14 HAIG RD,C,HDB,HR4_C,1.314692406,103.8960014
HR5,BLK 21 TO 23 HAIG RD,C,HDB,HR5_C,1.313018646,103.8950993
HVM,BLK 51 HAVELOCK ROAD,C,HDB,HVM_C,1.289869482,103.8277184
J10,BLK 246/249 JURONG EAST ST 24,C,HDB,J10_C,1.342016683,103.7400937
J11,BLK 250/251 JURONG EAST ST 24,C,HDB,J11_C,1.342919667,103.7399377
J12,BLK 252/254 JURONG EAST ST 24,C,HDB,J12_C,1.343362925,103.7382609
J14,BLK 256/258 JURONG EAST ST 24,C,HDB,J14_C,1.34409384,103.7390798
J15,BLK 259/264 JURONG EAST ST 24,C,HDB,J15_C,1.344041811,103.7414179
J16,BLK 301/304 JURONG EAST ST 32,C,HDB,J16_C,1.344401082,103.7356433
J17,BLK 305/306 JURONG EAST ST 32,C,HDB,J17_C,1.34566908,103.7354734
J18,BLK 307/308 JURONG EAST ST 32,C,HDB,J18_C,1.346890757,103.7348451
J19,BLK 309/310 JURONG EAST ST 32,C,HDB,J19_C,1.347925792,103.7339566
J20,BLK 311/316 JURONG EAST ST 32,C,HDB,J20_C,1.346203838,103.7324764
J21,BLK 317/328 JURONG EAST STREET 31,C,HDB,J21_C,1.34906413,103.7298694
J22,BLK 329/333 JURONG EAST AVENUE 1,C,HDB,J22_C,1.351320352,103.7301985
J23,BLK 334/341 JURONG EAST AVENUE 1,C,HDB,J23_C,1.35002832,103.7320159
J24,BLK 342/346 JURONG EAST STREET 31,C,HDB,J24_C,1.345732556,103.7310609
J25,BLK 347/350 JURONG EAST AVE 1,C,HDB,J25_C,1.344863969,103.7316456
J26,BLK 351/353 JURONG EAST STREET 31,C,HDB,J26_C,1.34492186,103.7305968
J27,BLK 521/524 JURONG WEST STREET 52,C,HDB,J27_C,1.346887336,103.7166694
J29,BLK 528/534 JURONG WEST STREET 52,C,HDB,J29_C,1.348626161,103.7169183
J32,BLK 515/517 JURONG WEST STREET 52,C,HDB,J32_C,1.345806661,103.7204749
J33,BLK 518/520 JURONG WEST STREET 52,C,HDB,J33_C,1.34577449,103.7178799
J34,BLK 513/514 JURONG WEST STREET 52,C,HDB,J34_C,1.347067663,103.7200857
J35,BLK 508/511 JURONG WEST STREET 51/52,C,HDB,J35_C,1.348117157,103.7195176
J36,BLK 543/551 JURONG WEST STREET 42,C,HDB,J36_C,1.35217192,103.7154564
J37,BLK 537/542 JURONG WEST AVENUE 1,C,HDB,J37_C,1.351295962,103.7158018
J38,BLK 505/508 JURONG WEST STREET 52,C,HDB,J38_C,1.349118094,103.7185855
J39,BLK 456-461 JURONG WEST STREET 41,C,HDB,J39_C,1.350157499,103.7213475
J40,BLK 462-467 JURONG WEST STREET 41,C,HDB,J40_C,1.350029732,103.7228784
J41,BLK 468-473 JURONG WEST STREET 41,C,HDB,J41_C,1.348289456,103.7220323
J43,BLK 474-477 JURONG WEST STREET 41,C,HDB,J43_C,1.347924854,103.7252685
J44,BLK 478-483 JURONG WEST STREET 41,C,HDB,J44_C,1.346847611,103.7246365
J45,BLK 484-491 JURONG WEST AVENUE 1,C,HDB,J45_C,1.348985181,103.7267854
J46,BLK 501/504 JURONG WEST STREET 51,C,HDB,J46_C,1.349754137,103.7190584
J47,BLK 502/503 JURONG WEST AVENUE 1,C,HDB,J47_C,1.350257476,103.7180208
J48,BLK 441/455 JURONG WEST AVE 1/ST 42,C,HDB,J48_C,1.352172767,103.7184799
J49,BLK 552/559 JURONG WEST STREET 42,C,HDB,J49_C,1.353455799,103.7189495
J50,BLK 401/408 JURONG WEST STREET 42,C,HDB,J50_C,1.353707209,103.7225209
J51,BLK 409/416 JURONG WEST STREET 42,C,HDB,J51_C,1.353556074,103.7246295
J52,BLK 423/440 JURONG WEST AVE 1/ST 42,C,HDB,J52_C,1.351436402,103.7245942
J53,BLK 417/422 JURONG WEST STREET 42,C,HDB,J53_C,1.35074095,103.7267264
J54,BLK 492-496 JURONG WEST STREET 41,C,HDB,J54_C,1.349926571,103.7245099
J55,BLK 497-498 JURONG WEST STREET 41,C,HDB,J55_C,1.348637315,103.7242909
J56,BLK 130 JURONG GATEWAY ROAD,C,HDB,J56_C,1.334892647,103.7393111
J57,BLK 131/134 JURONG GATEWAY ROAD,C,HDB,J57_C,1.333976117,103.7391199
J61,BLK 912/932 JURONG WEST STREET 92,C,HDB,J61_C,1.34007678,103.6884249
J62,BLK 902/908 JURONG WEST STREET 91,C,HDB,J62_C,1.340889782,103.6854076
J63,BLK 909/911 JURONG WEST STREET 91,C,HDB,J63_C,1.341779263,103.6864428
J64,BLK 354 JURONG EAST AVE 1,C,HDB,J64_C,1.344473346,103.7318524
J65,BLK 933-953 JURONG WEST STREET 91,C,HDB,J65_C,1.342770487,103.6892958
J66,BLK 959-961 JURONG WEST STREET 92,C,HDB,J66_C,1.341298039,103.6911289
J67,BLK 962-966 JURONG WEST STREET 91,C,HDB,J67_C,1.341643989,103.6927623
J69,BLK 974/980 JURONG WEST STREET 93,C,HDB,J69_C,1.339687397,103.6936407
J70,BLK 835/838 JURONG WEST STREET 81,C,HDB,J70_C,1.343687036,103.6935087
J71,BLK 812/826 JURONG WEST STREET 81,C,HDB,J71_C,1.346227648,103.6941744
J72,BLK 743/751 JURONG WEST STREET 73,C,HDB,J72_C,1.347267285,103.6977338
J73,BLK 719/731 JURONG WEST STREET 72,C,HDB,J73_C,1.343995386,103.6982221
J74,BLK 711/718 JURONG WEST STREET 71,C,HDB,J74_C,1.342664584,103.6961123
J90,BLK 274A TOH GUAN ROAD,C,HDB,J90_C,1.341534087,103.7474295
J91,BLK 287E JURONG EAST STREET 21,C,HDB,J91_C,1.337468214,103.7440956
J92,BLK 285E TOH GUAN ROAD,C,HDB,J92_C,1.337492089,103.7468549
J93,BLK 286E TOH GUAN ROAD,C,HDB,J93_C,1.339192631,103.7450897
J94,BLK 288F JURONG EAST STREET 21,C,HDB,J94_C,1.339672342,103.7431969
J95,BLK 282A TOH GUAN ROAD,C,HDB,J95_C,1.340074019,103.7470869
J96,BLK 267A TOH GUAN ROAD,C,HDB,J96_C,1.341478738,103.7448916
J97,BLK 273A TOH GUAN ROAD,C,HDB,J97_C,1.342389295,103.7459395
JB1,"BLK 3-5,7,8,4A JALAN BATU",Y,HDB,JB1_Y,1.302401825,103.8827866
JB1,"BLK 3-5,7,8,4A JALAN BATU",C,HDB,JB1_C,1.302401825,103.8827866
JB1,"BLK 3-5,7,8,4A JALAN BATU",H,HDB,JB1_H,1.302401825,103.8827866
JB2,BLK 10-11 JALAN BATU,Y,HDB,JB2_Y,1.301627607,103.8829967
JB2,BLK 10-11 JALAN BATU,C,HDB,JB2_C,1.301627607,103.8829967
JB2,BLK 10-11 JALAN BATU,H,HDB,JB2_H,1.301627607,103.8829967
JB3,"BLK 6,12,14 KAMPONG ARANG ROAD",Y,HDB,JB3_Y,1.30052504,103.8842884
JB3,"BLK 6,12,14 KAMPONG ARANG ROAD",C,HDB,JB3_C,1.30052504,103.8842884
JB3,"BLK 6,12,14 KAMPONG ARANG ROAD",H,HDB,JB3_H,1.30052504,103.8842884
JB4,"BLK 1,2,9 KAMPONG KAYU",H,HDB,JB4_H,1.303483221,103.8831688
JB4,"BLK 1,2,9 KAMPONG KAYU",C,HDB,JB4_C,1.303483221,103.8831688
JB4,"BLK 1,2,9 KAMPONG KAYU",Y,HDB,JB4_Y,1.303483221,103.8831688
JBM,BLK 134A JALAN BUKIT MERAH,C,HDB,JBM_C,1.27919666,103.8271259
JCM,BLK 2 JOO CHIAT RD,C,HDB,JCM_C,1.315252951,103.898856
JKM,BLK 8A JALAN KUKOH MSCP,C,HDB,JKM_C,1.287187976,103.8390028
JKM,BLK 8A JALAN KUKOH MSCP,Y,HDB,JKM_Y,1.287187976,103.8390028
JKM,BLK 8A JALAN KUKOH MSCP,H,HDB,JKM_H,1.287187976,103.8390028
JKS,BLK 1 JALAN KUKOH CAR PARK,C,HDB,JKS_C,1.288164623,103.8396404
JKS,BLK 1 JALAN KUKOH CAR PARK,Y,HDB,JKS_Y,1.288164623,103.8396404
JKS,BLK 1 JALAN KUKOH CAR PARK,H,HDB,JKS_H,1.288164623,103.8396404
JM1,BLK 517B JURONG WEST STREET 52,C,HDB,JM1_C,1.345070539,103.7206504
JM2,BLK 682 JURONG WEST CENTRAL 1,C,HDB,JM2_C,1.34393554,103.7049636
JM3,BLK 679 JURONG WEST CENTRAL 1,C,HDB,JM3_C,1.344589047,103.7060668
JM4,BLK 684 JURONG WEST ST 64,C,HDB,JM4_C,1.344441894,103.7039127
JM5,BLK 664 JURONG WEST ST 64,C,HDB,JM5_C,1.339485124,103.7031426
JM6,BLK 663 JURONG WEST ST 65,C,HDB,JM6_C,1.339213857,103.701765
JM7,BLK 669 JURONG WEST ST 64,C,HDB,JM7_C,1.342485928,103.7030065
JM8,BLK 667 JURONG WEST ST 65,C,HDB,JM8_C,1.341344251,103.7015026
JM9,BLK 650 JURONG WEST ST 61,C,HDB,JM9_C,1.338659212,103.6968179
JRM,BLK 814 JELLICOE ROAD,C,HDB,JRM_C,1.30716702,103.8618542
K10,"BLK 28,30,32,34,36 CASSIA CRESCENT",C,HDB,K10_C,1.309415365,103.8844165
K19,BLK 62 DAKOTA CRESCENT,C,HDB,K19_C,1.307862293,103.8893036
K2T,BLK 21 JALAN EMPAT,Y,HDB,K2T_Y,1.307538013,103.8835436
K2T,BLK 21 JALAN EMPAT,H,HDB,K2T_H,1.307538013,103.8835436
K2T,BLK 21 JALAN EMPAT,C,HDB,K2T_C,1.307538013,103.8835436
K52,52 CASSIA CRESCENT,C,HDB,K52_C,1.310554774,103.8844833
KAM,BLK 335 KRETA AYER MSCP,C,HDB,KAM_C,1.281925921,103.8432686
KAS,BLK 333 KRETA AYER CAR PARK,C,HDB,KAS_C,1.28057211,103.8427729
KB1,BLK 54/56/58 GEYLANG BAHRU ROAD,C,HDB,KB1_C,1.323573604,103.8689003
KB3,BLK 64/65/67 KALLANG BAHRU,C,HDB,KB3_C,1.320828035,103.8696551
KB4,BLK 72/93/97 GEYLANG BAHRU,C,HDB,KB4_C,1.323129961,103.870683
KB7,BLK 69 GEYLANG BAHRU,C,HDB,KB7_C,1.321585781,103.8704784
KBM,BLK 65A KALLANG BAHRU,C,HDB,KBM_C,1.320239288,103.8691246
KE1,BLK 101/121 BEDOK RESERVOIR ROAD,C,HDB,KE1_C,1.32975278,103.9089061
KE2,BLK 122/126 BEDOK RESERVOIR ROAD,C,HDB,KE2_C,1.332528724,103.9105553
KE3,"BLK 127/135, 141/151 BEDOK RESERVOIR ROAD",C,HDB,KE3_C,1.333909323,103.9119596
KE4,BLK 136/140 BEDOK RESERVOIR ROAD,C,HDB,KE4_C,1.3336671,103.9132461
KJ1,BLK 9/10 GLOUCESTER ROAD,C,HDB,KJ1_C,1.313633834,103.8520412
KJ2,BLK 49/50 DORSET ROAD,C,HDB,KJ2_C,1.313250655,103.8506799
KJ3,BLK 48/48A DURHAM ROAD,C,HDB,KJ3_C,1.314426616,103.8499306
KJ4,BLK 51/54 KENT ROAD,C,HDB,KJ4_C,1.316586908,103.8514702
KLM,BLK 31 KELANTAN LANE MSCP,C,HDB,KLM_C,1.306163378,103.8568336
KM1,BLK 56A CASSIA CRESCENT,C,HDB,KM1_C,1.310112141,103.8839461
KM2,BLK 93A JALAN DUA,Y,HDB,KM2_Y,1.30877082,103.8877371
KM2,BLK 93A JALAN DUA,H,HDB,KM2_H,1.30877082,103.8877371
KM2,BLK 93A JALAN DUA,C,HDB,KM2_C,1.30877082,103.8877371
KM3,BLK 11A PINE CLOSE,C,HDB,KM3_C,1.308503978,103.8829465
KM3,BLK 11A PINE CLOSE,Y,HDB,KM3_Y,1.308503978,103.8829465
KM3,BLK 11A PINE CLOSE,H,HDB,KM3_H,1.308503978,103.8829465
KM4,BLK 49A JALAN TIGA,C,HDB,KM4_C,1.308492553,103.8853628
KTM,BLK 125A KIM TIAN ROAD,H,HDB,KTM_H,1.283069383,103.828651
KTM,BLK 125A KIM TIAN ROAD,C,HDB,KTM_C,1.283069383,103.828651
KTM,BLK 125A KIM TIAN ROAD,Y,HDB,KTM_Y,1.283069383,103.828651
KU1,BLK 301/305-306/311-318 UBI AVENUE 1,C,HDB,KU1_C,1.329495355,103.9030838
KU2,BLK 319-330 UBI AVENUE 1,C,HDB,KU2_C,1.32767355,103.9043452
KU3,BLK 331-341 UBI AVENUE 1,C,HDB,KU3_C,1.326421438,103.9024516
KU4,BLK 342-352 UBI AVENUE 1,C,HDB,KU4_C,1.325554722,103.9000514
KU9,"BLK 302,304 UBI AVENUE 1",C,HDB,KU9_C,1.329908127,103.9010898
LBM,BLK 64 LENGKOK BAHRU,C,HDB,LBM_C,1.289296904,103.8152284
LBM,BLK 64 LENGKOK BAHRU,H,HDB,LBM_H,1.289296904,103.8152284
LBM,BLK 64 LENGKOK BAHRU,Y,HDB,LBM_Y,1.289296904,103.8152284
LT1,"BLK 110,113-116 LENGKONG TIGA",Y,HDB,LT1_Y,1.323036536,103.9115756
LT1,"BLK 110,113-116 LENGKONG TIGA",C,HDB,LT1_C,1.323036536,103.9115756
LT1,"BLK 110,113-116 LENGKONG TIGA",H,HDB,LT1_H,1.323036536,103.9115756
LT2,BLK 111-112 LENGKONG TIGA,Y,HDB,LT2_Y,1.323908174,103.9108737
LT2,BLK 111-112 LENGKONG TIGA,C,HDB,LT2_C,1.323908174,103.9108737
LT2,BLK 111-112 LENGKONG TIGA,H,HDB,LT2_H,1.323908174,103.9108737
LT3,BLK 101-109 LENGKONG TIGA,H,HDB,LT3_H,1.325035931,103.9104926
LT3,BLK 101-109 LENGKONG TIGA,Y,HDB,LT3_Y,1.325035931,103.9104926
LT3,BLK 101-109 LENGKONG TIGA,C,HDB,LT3_C,1.325035931,103.9104926
M16,BLK 37 CIRCUIT ROAD,C,HDB,M16_C,1.328431167,103.8866723
M20,BLK 65 & 80 CIRCUIT RD,C,HDB,M20_C,1.327590453,103.8872656
M25,BLK 53 TO 56/68/70/71/72 PIPIT RD/CIRCUIT RD,C,HDB,M25_C,1.324225444,103.8881777
M32,BLK 120 TO 124 PAYA LEBAR WAY,H,HDB,M32_H,1.322312871,103.882793
M32,BLK 120 TO 124 PAYA LEBAR WAY,Y,HDB,M32_Y,1.322312871,103.882793
M32,BLK 120 TO 124 PAYA LEBAR WAY,C,HDB,M32_C,1.322312871,103.882793
M33,BLK 125 TO 126 ALJUNIED ROAD,C,HDB,M33_C,1.323245792,103.8821727
M35,BLK 41 TO 42 CIRCUIT ROAD,C,HDB,M35_C,1.327281852,103.885915
M36,BLK 43 CIRCUIT ROAD,C,HDB,M36_C,1.326703518,103.885456
M37,BLK 38 TO 40 CIRCUIT ROAD,C,HDB,M37_C,1.327677409,103.8856051
M38,BLK 63 TO 64 CIRCUIT ROAD,C,HDB,M38_C,1.327153049,103.8874767
MLM,BLK 157A MEI LING STREET,Y,HDB,MLM_Y,1.293365005,103.8034545
MLM,BLK 157A MEI LING STREET,H,HDB,MLM_H,1.293365005,103.8034545
MLM,BLK 157A MEI LING STREET,C,HDB,MLM_C,1.293365005,103.8034545
MM1,BLK 28A BALAM ROAD,C,HDB,MM1_C,1.3304551,103.8870636
MM2,BLK 52A PIPIT ROAD,C,HDB,MM2_C,1.324339688,103.8860942
MM3,BLK 66A CIRCUIT ROAD,C,HDB,MM3_C,1.326266278,103.8880186
MM4,BLK 31A CIRCUIT ROAD,C,HDB,MM4_C,1.329329657,103.8854866
MN1,BLKS 108/112 MCNAIR ROAD,C,HDB,MN1_C,1.322029474,103.8592002
MN2,BLKS 119/124 MCNAIR ROAD,C,HDB,MN2_C,1.318049689,103.8563684
MNM,BLK 113 MCNAIR ROAD,C,HDB,MNM_C,1.321042155,103.8598354
MP1,BLK 1 TO 4 MARINE TERRACE,C,HDB,MP1_C,1.30481836,103.9175222
MP1,BLK 1 TO 4 MARINE TERRACE,H,HDB,MP1_H,1.30481836,103.9175222
MP1,BLK 1 TO 4 MARINE TERRACE,Y,HDB,MP1_Y,1.30481836,103.9175222
MP2,BLK 5 TO 8 MARINE TERRACE,Y,HDB,MP2_Y,1.304224614,103.9166577
MP2,BLK 5 TO 8 MARINE TERRACE,C,HDB,MP2_C,1.304224614,103.9166577
MP2,BLK 5 TO 8 MARINE TERRACE,H,HDB,MP2_H,1.304224614,103.9166577
MP5,BLK 52/57 MARINE TERRACE,H,HDB,MP5_H,1.306109647,103.9161652
MP5,BLK 52/57 MARINE TERRACE,C,HDB,MP5_C,1.306109647,103.9161652
MP5,BLK 52/57 MARINE TERRACE,Y,HDB,MP5_Y,1.306109647,103.9161652
MP6,BLK 50/50A/53 MARINE TERRACE,H,HDB,MP6_H,1.30549658,103.9163814
MP6,BLK 50/50A/53 MARINE TERRACE,C,HDB,MP6_C,1.30549658,103.9163814
MP6,BLK 50/50A/53 MARINE TERRACE,Y,HDB,MP6_Y,1.30549658,103.9163814
MP7,BLK 54/55/56/58/59 MARINE TERRACE,H,HDB,MP7_H,1.305581278,103.9146888
MP7,BLK 54/55/56/58/59 MARINE TERRACE,C,HDB,MP7_C,1.305581278,103.9146888
MP7,BLK 54/55/56/58/59 MARINE TERRACE,Y,HDB,MP7_Y,1.305581278,103.9146888
MR4,BLK 7 KING GEORGE AVENUE,C,HDB,MR4_C,1.307914043,103.8599731
MR5,"BLK 804/805, 809 MAUDE ROAD",C,HDB,MR5_C,1.308135251,103.8607918
MR6,BLK 8 FRENCH ROAD,C,HDB,MR6_C,1.307167406,103.8605365
MR7,BLK 801/802 FRENCH ROAD,C,HDB,MR7_C,1.307512039,103.8603528
P11,BLK 416 PANDAN GARDENS,C,HDB,P11_C,1.321204214,103.7483559
P12,BLK 415 PANDAN GARDENS,C,HDB,P12_C,1.320567395,103.7481941
P13,BLK 401/402 PANDAN GARDENS,C,HDB,P13_C,1.32069016,103.7504078
P14,BLK 403/408 PANDAN GARDENS,C,HDB,P14_C,1.319353618,103.7491754
P15,BLK 413 PANDAN GARDENS,C,HDB,P15_C,1.319834823,103.7481482
P16,BLK 412/414 PANDAN GARDENS,C,HDB,P16_C,1.319882381,103.7471648
P17,BLK 409/411 PANDAN GARDENS,C,HDB,P17_C,1.318821467,103.747384
PM2,BLK 220A PASIR RIS STREET 21,C,HDB,PM2_C,1.370073066,103.9610129
PM3,BLK 225A PASIR RIS STREET 21,C,HDB,PM3_C,1.37180035,103.960933
PM4,BLK 231A PASIR RIS DRIVE 4,C,HDB,PM4_C,1.374105919,103.9614427
PM5,BLK 235A PASIR RIS STREET 21,C,HDB,PM5_C,1.373770353,103.962608
PM6,BLK 245A PASIR RIS STREET 21,C,HDB,PM6_C,1.370802196,103.9633947
PM7,BLK 257A PASIR RIS STREET 21,C,HDB,PM7_C,1.367557638,103.9632499
PM8,BLK 458A PASIR RIS DRIVE 4,C,HDB,PM8_C,1.37163599,103.9602559
PM9,BLK 216A PASIR RIS STREET 21,C,HDB,PM9_C,1.368291967,103.9612161
PP1,BLK 101 TO 109 POTONG PASIR AVENUE 1,C,HDB,PP1_C,1.334004902,103.869214
PP2,BLK 143 TO 145 POTONG PASIR AVENUES 2/3,C,HDB,PP2_C,1.332680145,103.8660545
PP3,BLK 134 TO 142 POTONG PASIR AVENUE 3,C,HDB,PP3_C,1.333601983,103.8658445
PP4,BLK 121 TO 133 POTONG PASIR AVENUE 1,C,HDB,PP4_C,1.334732912,103.8661192
PP5,BLK 113 TO 120 POTONG PASIR AVENUE 1,C,HDB,PP5_C,1.336313102,103.8632229
PP6,BLK 146 POTONG PASIR AVENUE 2,C,HDB,PP6_C,1.332283736,103.8676147
PR1,BLK 101/108 PASIR RIS STREET 12,C,HDB,PR1_C,1.36733184,103.9579998
PR2,BLK 109/129 PASIR RIS STREET 11,C,HDB,PR2_C,1.367274803,103.9554428
PR3,BLK 531/536 PASIR RIS DR 1/PASIR RIS CENTRAL,C,HDB,PR3_C,1.371063423,103.9507156
PR4,BLK 406/411 PASIR RIS DRIVE 6,C,HDB,PR4_C,1.372934646,103.9545205
PR6,BLK 441/445 PASIR RIS DRIVE 6,C,HDB,PR6_C,1.369379059,103.957594
PR7,BLK 446/455 PASIR RIS DRIVE 6,C,HDB,PR7_C,1.371009412,103.9576851
PR8,BLK 456/461 PASIR RIS DRIVE 4,C,HDB,PR8_C,1.371267841,103.9595744
PRM,BLK 33 PARK CRESCENT MSCP,C,HDB,PRM_C,1.285450368,103.84227
Q16,BLK 45 AND 50 STIRLING RD,C,HDB,Q16_C,1.296933726,103.8037167
Q16,BLK 45 AND 50 STIRLING RD,Y,HDB,Q16_Y,1.296933726,103.8037167
Q16,BLK 45 AND 50 STIRLING RD,H,HDB,Q16_H,1.296933726,103.8037167
Q17,BLK 52 STIRLING RD,Y,HDB,Q17_Y,1.296206346,103.8038246
